Product Name1,SKU,Product Name2,Image URLs,Product Information,product_features,Specifications,Downloads,URL
F2RQ Oxygen Connection Barb,308372,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_792_lg_308372-Connection-Barb-for-F2R-Oxy.jpg.png,"<div class=""typography"">
	<p>Due to their unique design, the connection barbs are non-interchangeable which prevents incorrect gas connection. These connection barbs are available separately so they can be pre-connected to several different items, allowing for quick interchange of equipment.</p>
<p>To suit</p>
<p>	308365 – F2RQ Oxtgen QuickConnect Flashback Arrestor</p>
<p>To suit</p>
<p>	308365 – F2RQ Oxtgen QuickConnect Flashback Arrestor</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/f2rq-oxygen-connection-barb/
"COMET F2R Flashback Arrestor, Oxygen",308734,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308734-comet.png,"<div class=""typography"">
	<ul>
<li>Designed for connection to the outlet of regulators and pipelines in medium flow applications.</li>
<li>Non-return valve.</li>
<li>Large cylindrical stainless steel flame arrestor.</li>
<li>Medium-flow capacity.</li>
<li>Supplied with an inlet filter.</li>
<li>Temperature activated the cut-off valve.</li>
<li>Complies to AS4603.</li>
<li>Conforms to EN730/DIN 8521, UL, ISO 5175 class I (fittings to AS4267-1995).</li>
<li>Tested by BAM.</li>
<li><strong>NB:</strong> the thermal cut-off sealing element is not in the gas stream and is shrouded from flashbacks. The cut-off valve closes in the direction of flow assisted by a strong spring at an internal temperature of approximately 90°. The operation is not indicated and the cut-off valve is not resettable by the user.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f2r-flashback-arrestor-oxygen/
"COMET F6 Flashback Arrestor, Oxygen",308777,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308777-Comet-F6-Oxy.png,"<div class=""typography"">
	<ul>
<li>Designed for connection to the inlet of blowpipes in medium flow applications.</li>
<li>Non-return valve.</li>
<li>Cylindrical stainless steel flame arrestor.</li>
<li>Supplied with an inlet filter.</li>
<li>Complies to AS4603.</li>
<li>Conforms to EN730/DIN 8521, UL, ISO 5175 class I (fittings to AS4267-1995).</li>
<li>Tested by BAM.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f6-flashback-arrestor-oxygen/
"COMET F2R Flashback Arrestor, Fuel",308735,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308735-Comet-F2R-Fuel.png,"<div class=""typography"">
	<ul>
<li>Designed for connection to the outlet of regulators and pipelines in medium flow applications.</li>
<li>Non-return valve.</li>
<li>Large cylindrical stainless steel flame arrestor.</li>
<li>Medium-flow capacity.</li>
<li>Supplied with an inlet filter.</li>
<li>Temperature activated the cut-off valve.</li>
<li>Complies to AS4603.</li>
<li>Conforms to EN730/DIN 8521, UL, ISO 5175 class I (fittings to AS4267-1995).</li>
<li>Tested by BAM.</li>
<li><strong>NB:</strong> the thermal cut-off sealing element is not in the gas stream and is shrouded from flashbacks. The cut-off valve closes in the direction of flow assisted by a strong spring at an internal temperature of approximately 90°. The operation is not indicated and the cut-off valve is not resettable by the user.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f2r-flashback-arrestor-fuel/
"COMET 85-10R-LP Flashback Arrestor, Fuel",308883,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308883_-IMG_4678_photshop-label-on.png,"<div class=""typography"">
	<p>The COMET 85-10R-LP regulator mounted flashback arrestor is designed for high flow applications. All Cigweld Flashback arrestors conform to AS4603.</p>
<p>Non-return valve</p>
<p>Large cylindrical stainless steel flame arrestor</p>
<p>High-flow capacity</p>
<p>Temperature activated cut-off valve</p>
<p>Supplied with inlet filter</p>
<p>85-10R-LP is suitable for use with COMET regulators fitted with the standard welding hose connection 5/8Û-18 UNF.</p>
<p>Conforms to EN730, ISO 5175 class I, AS4603.</p>
<p>Tested by BAM.</p>
<p> </p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-85-10r-lp-flashback-arrestor-fuel/
"COMET F6, Set Of Oxyen & Fuel",308889,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_824_lg_308889.JPG.png,"<div class=""typography"">
	<p>Contains one of each F6 oxygen and F6 Fuel Flashback Arrestors for use on Blowpipe Mount.</p>
<p><strong>Designed for connection to the inlet of blowpipes (handheld and machine), </strong><strong>incorporating the following features:</strong></p>
<ul>
<li>Non-return valve.</li>
<li>Cylindrical stainless steel flame arrestor.</li>
<li>Supplied with inlet filter.</li>
<li>Complies to AS4603.</li>
<li>Conforms to EN730/DIN 8521, UL, ISO 5175 class I (fittings to AS4267-1995).</li>
<li>Tested by BAM.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f6-set-of-oxyen-fuel/
COMET F2B Set Of Oxyen & Fuel,308891,,https://www.cigweld.com.au/wp-content/uploads/2018/02/F2B-308853-308854-v1.png,"<div class=""typography"">
	<p>Contains one of each F2B Oxygen and F2B Fuel flashback arrestors for use on Blowpipe Mount.</p>
<p><strong>Designed for connection to the inlet of blowpipes where the medium flow is required(handheld and machine), </strong><strong>incorporating the following features:</strong></p>
<ul>
<li>Non-return valve.</li>
<li>Large cylindrical stainless steel flame arrestor.</li>
<li>Medium flow capacity</li>
<li>Complies to AS4603.</li>
<li>Conforms to EN730/DIN 8521, UL, ISO 5175 class I (fittings to AS4267-1995).</li>
<li>Tested by BAM.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f2b-set-of-oxyen-fuel/
"COMET F2R, Set Of Oxyen & Fuel",308890,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308890-Comet-Flashback-Arrestor-F2R.jpg,"<div class=""typography"">
	<p>Contains one of each F2R Oxygen and F2R Fuel flashback arrestors</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f2r-set-of-oxyen-fuel/
"Super Heating Barrel, S/Steel, Straight 735mm",307123,,https://www.cigweld.com.au/wp-content/uploads/2018/02/307123-1-Superheating-Barrels-Clipped.png,"<div class=""typography"">
	<p>Tubular stainless steel construction gives excellent strength and heat conductivity. Screw fittings ensure an easy leak free connection between mixers 570 (Part No. 304003) or 574 (Part No. 304166) and a Superheating tip.</p>
<p>Tubular stainless steel construction gives excellent strength and heat conductivity</p>
<p>Screw fittings ensure an easy leak free connection between mixers and Superheating tip</p>
<p> </p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/super-heating-barrel-s-steel-straight-735mm/
"Super Heating Barrel, S/Steel, Bent Head 700mm",307125,,https://www.cigweld.com.au/wp-content/uploads/2018/02/307123-1-Superheating-Barrels-Clipped.png,"<div class=""typography"">
	<p>Tubular stainless steel construction gives excellent strength and heat conductivity. Screw fittings ensure an easy leak free connection between mixers 570 (Part No. 304003) or 574 (Part No. 304166) and a Superheating tip.</p>
<p>Tubular stainless steel construction gives excellent strength and heat conductivity</p>
<p>Screw fittings ensure an easy leak free connection between mixers and Superheating tip</p>
<p> </p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/super-heating-barrel-s-steel-bent-head-700mm/
"Super Heating Barrel, S/Steel, Bent Head 450mm",307124,,https://www.cigweld.com.au/wp-content/uploads/2018/02/307123-1-Superheating-Barrels-Clipped.png,"<div class=""typography"">
	<ul>
<li>Tubular stainless steel construction gives excellent strength and heat conductivity. Screw fittings ensure an easy leak-free connection between mixers 570 (Part No. 304003) or 574 (Part No. 304166) and a Superheating tip.</li>
<li>Tubular stainless steel construction gives excellent strength and heat conductivity</li>
<li>Screw fittings ensure an easy leak-free connection between mixers and Superheating tip</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/super-heating-barrel-s-steel-bent-head-450mm/
"Connector, New barrels to old series heating tips",307128,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_760_lg_307123-1.JPG.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/connector-new-barrels-to-old-series-heating-tips/
"COMET 85-10B Flashback Arrestor, Oxygen",308861,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308861-cropped.png,"<div class=""typography"">
	<p>The COMET 85-10B blowpipe mounted flashback arrestor is designed for high flow applications. All Cigweld Flashback arrestors conform to AS4603.</p>
<p>Non-return valve</p>
<p>Large cylindrical stainless steel flame arrestor</p>
<p>High-flow capacity</p>
<p>85-10B has offset connections to accommodate their size onto the blowpipe</p>
<p>Conforms to EN730, ISO 5175 class I, AS4603.</p>
<p>Tested by BAM.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-85-10b-flashback-arrestor-oxygen/
"COMET F2B Flashback Arrestor, Oxygen",308854,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308854-v1.png,"<div class=""typography"">
	<ul>
<li>Designed for connection to the inlet of blowpipes in medium flow applications.</li>
<li>Non-return valve.</li>
<li>Large cylindrical stainless steel flame arrestor.</li>
<li>Medium flow capacity.</li>
<li>Complies to AS4603.</li>
<li>Conforms to EN730/DIN 8521, UL, ISO 5175 class I (fittings to AS4267-1995).</li>
<li>Tested by BAM.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-f2b-flashback-arrestor-oxygen/
